age,education_num,hours_per_week,capital,exec_managerial,marginal_professions,other,prof_specialty,sales,tecnical_services,transport_moving,unemployed,workclass,marital_status,race,sex,target
0.0303893911041468,1.1346082794612673,-0.03564334460161143,0.15971620294622935,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8369008131784343,1.1346082794612673,-2.2226592527581905,-0.13368475375690722,1,0,0,0,0,0,0,0,1,1,1,0,0
-0.042929829084424796,-0.4203150681326199,-0.03564334460161143,-0.13368475375690722,0,1,0,0,0,0,0,0,1,0,1,0,0
1.056858473744149,-1.1977767419295635,-0.03564334460161143,-0.13368475375690722,0,1,0,0,0,0,0,0,1,1,0,0,0
-0.7761220309701408,1.1346082794612673,-0.03564334460161143,-0.13368475375690722,0,0,0,1,0,0,0,0,1,1,0,1,0
-0.1162490492729964,1.523339116359739,-0.03564334460161143,-0.13368475375690722,1,0,0,0,0,0,0,0,1,1,1,1,0
0.7635815929898628,-1.975238415726507,-1.9796574851852373,-0.13368475375690722,0,0,1,0,0,0,0,0,1,0,0,1,0
0.9835392535555776,-0.4203150681326199,0.36935960135331064,-0.13368475375690722,1,0,0,0,0,0,0,0,1,1,1,0,1
-0.556164370404426,1.523339116359739,0.7743625473082327,1.7670783898525573,0,0,0,1,0,0,0,0,1,0,1,1,1
0.2503470516698616,1.1346082794612673,-0.03564334460161143,0.5651331642784384,1,0,0,0,0,0,0,0,1,1,1,0,1
-0.1162490492729964,-0.03158423123414812,3.204380223037765,-0.13368475375690722,1,0,0,0,0,0,0,0,1,1,0,0,1
-0.6294835905929976,1.1346082794612673,-0.03564334460161143,-0.13368475375690722,0,0,0,1,0,0,0,0,0,1,0,0,1
-1.1427181319129989,1.1346082794612673,-0.8456492365114556,-0.13368475375690722,0,0,0,0,0,0,0,0,1,0,1,1,0
-0.4828451502158544,0.7458774425627954,0.7743625473082327,-0.13368475375690722,0,0,0,0,1,0,0,0,1,0,0,0,0
0.1037086112927184,0.35714660566432366,-0.03564334460161143,-0.13368475375690722,0,0,1,0,0,0,0,0,1,1,0,0,1
-0.3362067098387112,-2.3639692526249787,0.36935960135331064,-0.13368475375690722,0,0,0,0,0,0,1,0,1,1,0,0,0
-0.9960796915358556,-0.4203150681326199,-0.44064629055653354,-0.13368475375690722,0,1,0,0,0,0,0,0,1,0,1,0,0
-0.4828451502158544,-0.4203150681326199,-0.03564334460161143,-0.13368475375690722,0,0,0,0,0,1,0,0,1,0,1,0,0
-0.042929829084424796,-1.1977767419295635,0.7743625473082327,-0.13368475375690722,0,0,0,0,1,0,0,0,1,1,1,0,0
0.3236662718584332,1.523339116359739,0.36935960135331064,-0.13368475375690722,1,0,0,0,0,0,0,0,1,0,1,1,1
0.1037086112927184,2.3008007901566825,1.5843684392180768,-0.13368475375690722,0,0,0,1,0,0,0,0,1,1,1,0,1
1.1301776939327208,-0.4203150681326199,-1.6556551284212997,-0.13368475375690722,0,0,1,0,0,0,0,0,1,0,0,1,0
-0.2628874896501396,-1.975238415726507,-0.03564334460161143,-0.13368475375690722,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3236662718584332,-1.1977767419295635,-0.03564334460161143,-0.4092711169527697,0,0,0,0,0,0,1,0,1,1,1,0,0
1.4967737948755788,-0.4203150681326199,-0.03564334460161143,-0.13368475375690722,0,0,0,0,0,1,0,0,1,0,1,1,0
1.276816134309864,1.1346082794612673,-0.03564334460161143,-0.13368475375690722,0,0,0,0,0,1,0,0,0,1,1,0,1
-1.4359950126672851,-0.4203150681326199,-0.03564334460161143,-0.13368475375690722,0,0,1,0,0,0,0,0,1,0,1,0,0
1.1301776939327208,-0.03158423123414812,1.5843684392180768,-0.13368475375690722,0,0,0,0,0,0,0,1,1,1,0,0,1
0.0303893911041468,-0.4203150681326199,3.204380223037765,-0.13368475375690722,1,0,0,0,0,0,0,0,1,0,1,0,0
0.7635815929898628,-0.4203150681326199,-0.03564334460161143,-0.13368475375690722,0,0,1,0,0,0,0,0,1,1,1,0,0
-1.1427181319129989,0.7458774425627954,0.9363637256902015,-0.13368475375690722,0,1,0,0,0,0,0,0,0,0,1,0,0
-1.3626757924787136,-0.03158423123414812,0.28835901216232623,-0.13368475375690722,0,0,0,0,1,0,0,0,1,0,0,0,0
0.4703047122355764,1.1346082794612673,-0.03564334460161143,-0.323707084501165,1,0,0,0,0,0,0,0,1,0,1,0,0
-0.6294835905929976,-0.03158423123414812,-0.03564334460161143,-0.13368475375690722,0,0,0,0,0,0,0,0,0,1,1,0,0
-1.2160373521015704,-0.03158423123414812,-2.0606580743762217,-0.13368475375690722,0,0,1,0,0,0,0,0,0,1,0,0,0
0.6902623728012912,-1.1977767419295635,-0.03564334460161143,-0.13368475375690722,0,0,0,0,0,1,0,0,1,0,1,0,0
-1.289356572290142,-0.03158423123414812,-0.03564334460161143,-0.13368475375690722,0,0,0,0,0,1,0,0,1,0,1,0,0
-1.4359950126672851,-0.4203150681326199,-1.2506521824663777,-0.13368475375690722,0,0,0,0,0,0,0,0,1,1,1,1,0
-0.556164370404426,-0.03158423123414812,-0.19764452298358026,-0.13368475375690722,0,0,0,0,1,0,0,0,1,1,1,0,1
0.6902623728012912,0.7458774425627954,-0.03564334460161143,-0.13368475375690722,0,0,0,1,0,0,0,0,1,1,1,0,0
-0.556164370404426,-1.975238415726507,0.20735842297134183,-0.13368475375690722,0,0,0,0,0,1,0,0,1,1,1,0,0
1.056858473744149,1.1346082794612673,-0.03564334460161143,-0.13368475375690722,0,0,0,1,0,0,0,0,1,1,1,0,0
-1.0693989117244271,1.1346082794612673,0.7743625473082327,-0.13368475375690722,0,0,0,0,0,1,0,0,1,1,1,0,0
0.7635815929898628,-0.4203150681326199,-0.03564334460161143,-0.13368475375690722,0,0,0,0,0,0,0,0,1,0,1,1,0
-0.9960796915358556,-0.4203150681326199,-0.44064629055653354,-0.13368475375690722,0,1,0,0,0,0,0,0,1,0,1,0,0
1.3501353544984356,1.1346082794612673,-0.03564334460161143,-0.13368475375690722,0,0,0,1,0,0,0,0,0,1,0,0,1
1.056858473744149,-0.4203150681326199,-0.19764452298358026,-0.13368475375690722,0,0,0,0,0,1,0,0,1,1,1,0,0
0.3969854920470048,1.523339116359739,-0.03564334460161143,-0.13368475375690722,1,0,0,0,0,0,0,0,1,0,1,1,0
0.17702783148129,0.35714660566432366,-0.03564334460161143,-0.13368475375690722,0,0,1,0,0,0,0,0,0,1,1,0,0
-0.7028028107815691,0.35714660566432366,0.20735842297134183,-0.13368475375690722,0,0,0,1,0,0,0,0,1,0,1,0,0
-0.9960796915358556,-0.03158423123414812,-0.03564334460161143,-0.13368475375690722,1,0,0,0,0,0,0,0,1,1,0,1,0
-1.5093142328558569,-0.4203150681326199,-0.8456492365114556,-0.13368475375690722,0,0,1,0,0,0,0,0,1,0,1,1,0
0.6169431526127196,1.9120699532582108,1.5843684392180768,-0.3903768511117213,0,0,0,1,0,0,0,0,1,1,1,1,1
0.8369008131784343,1.1346082794612673,1.1793654932631548,-0.13368475375690722,1,0,0,0,0,0,0,0,0,0,1,0,1
0.6169431526127196,-0.4203150681326199,1.5843684392180768,-0.13368475375690722,1,0,0,0,0,0,0,0,1,0,1,0,0
0.3236662718584332,-0.03158423123414812,-0.03564334460161143,-0.13368475375690722,0,0,0,0,0,1,0,0,1,1,1,0,1
0.543623932424148,-2.7527000895234504,-0.03564334460161143,-0.13368475375690722,0,0,0,0,0,1,0,0,1,1,1,0,0
-0.2628874896501396,0.35714660566432366,-0.03564334460161143,-0.13368475375690722,0,0,1,0,0,0,0,0,1,1,1,0,0
0.17702783148129,-0.4203150681326199,0.6123613689262639,-0.13368475375690722,0,0,0,0,0,0,0,0,1,1,1,0,0
-0.6294835905929976,-0.4203150681326199,-0.03564334460161143,0.5428649223943457,0,0,0,0,0,1,0,0,1,1,1,0,0
-0.6294835905929976,1.1346082794612673,-0.03564334460161143,0.1911616596674027,0,0,0,0,1,0,0,0,1,1,1,0,0
-0.4828451502158544,-2.3639692526249787,-0.03564334460161143,-0.13368475375690722,0,0,0,0,0,0,0,1,1,0,1,0,0
0.6902623728012912,-0.4203150681326199,-0.03564334460161143,-0.13368475375690722,0,0,0,0,0,0,1,0,1,1,1,0,0
0.2503470516698616,2.3008007901566825,0.36935960135331064,-0.13368475375690722,0,0,0,1,0,0,0,0,1,1,1,0,1
-0.7028028107815691,-0.03158423123414812,1.422367260836108,-0.13368475375690722,0,0,0,0,0,1,0,0,1,0,1,0,0
-0.189568269461568,-0.4203150681326199,-0.03564334460161143,-0.13368475375690722,0,0,1,0,0,0,0,0,1,1,1,0,0
-0.7761220309701408,-0.03158423123414812,-0.03564334460161143,-0.13368475375690722,0,0,0,0,0,0,0,0,1,0,1,1,0
1.056858473744149,-0.4203150681326199,-0.03564334460161143,-0.13368475375690722,0,0,0,0,0,0,0,0,1,1,1,1,1
0.7635815929898628,-0.03158423123414812,0.7743625473082327,-0.13368475375690722,1,0,0,0,0,0,0,0,1,1,1,0,1
-0.9960796915358556,-0.03158423123414812,-0.03564334460161143,-0.13368475375690722,0,0,0,0,0,0,0,1,1,0,1,0,0
-1.4359950126672851,-0.03158423123414812,-0.6836480581294868,-0.13368475375690722,0,0,0,1,0,0,0,0,1,0,1,0,0
-0.556164370404426,1.1346082794612673,-0.03564334460161143,-0.13368475375690722,0,0,0,0,1,0,0,0,1,0,0,1,0
-0.7028028107815691,1.1346082794612673,2.394374331127921,-0.13368475375690722,0,0,0,0,1,0,0,0,1,1,1,0,1
